onset	duration	nwb_table	trial_duration
0.0	0.0	trials	5.8009
0.0	0.0	trials	6.3479
0.0	0.0	trials	6.3519
0.0	0.0	trials	6.3884
0.0	0.0	trials	6.3623
0.0	0.0	trials	6.4038
0.0	0.0	trials	6.3824
0.0	0.0	trials	6.3491
0.0	0.0	trials	6.3973
0.0	0.0	trials	6.3856
0.0	0.0	trials	6.3677
0.0	0.0	trials	6.4151
0.0	0.0	trials	6.3621
0.0	0.0	trials	6.1508
0.0	0.0	trials	6.3689
0.0	0.0	trials	6.3403
0.0	0.0	trials	6.1864
0.0	0.0	trials	6.463
0.0	0.0	trials	6.5037
0.0	0.0	trials	6.349
0.0	0.0	trials	6.36
0.0	0.0	trials	6.3552
0.0	0.0	trials	6.3888
0.0	0.0	trials	9.736
0.0	0.0	trials	6.3241
0.0	0.0	trials	6.3665
0.0	0.0	trials	6.3696
0.0	0.0	trials	6.4143
0.0	0.0	trials	6.3898
0.0	0.0	trials	6.3613
0.0	0.0	trials	6.35
0.0	0.0	trials	6.4695
0.0	0.0	trials	6.3627
0.0	0.0	trials	6.3664
0.0	0.0	trials	6.4205
0.0	0.0	trials	6.7906
0.0	0.0	trials	6.3792
0.0	0.0	trials	6.364
0.0	0.0	trials	6.4142
0.0	0.0	trials	6.369
0.0	0.0	trials	6.3697
0.0	0.0	trials	6.3871
0.0	0.0	trials	6.4135
0.0	0.0	trials	6.3408
0.0	0.0	trials	6.3275
0.0	0.0	trials	6.3601
0.0	0.0	trials	6.3561
0.0	0.0	trials	6.417
0.0	0.0	trials	6.4207
0.0	0.0	trials	6.4636
0.0	0.0	trials	6.3643
0.0	0.0	trials	6.4191
0.0	0.0	trials	6.4178
0.0	0.0	trials	6.3796
0.0	0.0	trials	6.4418
0.0	0.0	trials	6.4165
0.0	0.0	trials	6.4165
0.0	0.0	trials	6.3466
0.0	0.0	trials	6.3575
0.0	0.0	trials	6.3527
0.0	0.0	trials	6.3634
0.0	0.0	trials	6.4527
0.0	0.0	trials	6.4162
0.0	0.0	trials	6.3981
0.0	0.0	trials	9.736
0.0	0.0	trials	6.416
0.0	0.0	trials	6.3907
0.0	0.0	trials	6.3571
0.0	0.0	trials	6.3757
0.0	0.0	trials	9.736
0.0	0.0	trials	6.4177
0.0	0.0	trials	6.3893
0.0	0.0	trials	6.3679
0.0	0.0	trials	6.3819
0.0	0.0	trials	6.3682
0.0	0.0	trials	9.736
0.0	0.0	trials	6.418
0.0	0.0	trials	6.3719
0.0	0.0	trials	6.3286
0.0	0.0	trials	6.4153
0.0	0.0	trials	6.3658
0.0	0.0	trials	6.4131
0.0	0.0	trials	6.4136
0.0	0.0	trials	6.3291
0.0	0.0	trials	6.3553
0.0	0.0	trials	6.3641
0.0	0.0	trials	6.3264
0.0	0.0	trials	6.3679
0.0	0.0	trials	6.3812
0.0	0.0	trials	6.3309
0.0	0.0	trials	6.163
0.0	0.0	trials	6.4709
0.0	0.0	trials	6.3884
0.0	0.0	trials	6.4339
0.0	0.0	trials	6.3629
0.0	0.0	trials	6.3549
0.0	0.0	trials	6.375
0.0	0.0	trials	6.424
0.0	0.0	trials	6.3621
0.0	0.0	trials	6.369
0.0	0.0	trials	6.3694
0.0	0.0	trials	9.736
0.0	0.0	trials	9.736
0.0	0.0	trials	6.4162
0.0	0.0	trials	6.4125
0.0	0.0	trials	6.358
0.0	0.0	trials	6.3852
0.0	0.0	trials	6.356
0.0	0.0	trials	6.3692
0.0	0.0	trials	6.4143
0.0	0.0	trials	6.3583
0.0	0.0	trials	6.3565
0.0	0.0	trials	6.401
0.0	0.0	trials	6.3675
0.0	0.0	trials	6.3795
0.0	0.0	trials	6.4661
0.0	0.0	trials	6.3667
0.0	0.0	trials	6.3597
0.0	0.0	trials	6.4084
0.0	0.0	trials	6.3533
0.0	0.0	trials	6.3858
0.0	0.0	trials	6.3653
0.0	0.0	trials	6.3411
0.0	0.0	trials	6.3679
0.0	0.0	trials	9.736
0.0	0.0	trials	6.4155
0.0	0.0	trials	7.066
0.0	0.0	trials	6.3861
0.0	0.0	trials	6.4644
0.0	0.0	trials	6.3697
0.0	0.0	trials	6.3636
0.0	0.0	trials	6.3913
0.0	0.0	trials	6.353
0.0	0.0	trials	6.3532
0.0	0.0	trials	6.3472
0.0	0.0	trials	6.3921
0.0	0.0	trials	6.425
0.0	0.0	trials	6.3687
0.0	0.0	trials	6.3872
0.0	0.0	trials	6.4239
0.0	0.0	trials	6.3573
0.0	0.0	trials	6.5061
0.0	0.0	trials	6.3713
0.0	0.0	trials	6.3871
0.0	0.0	trials	6.4184
0.0	0.0	trials	6.3665
0.0	0.0	trials	6.3649
