onset	duration	nwb_table	trial_duration
0.0	0.0	trials	5.8412
0.0	0.0	trials	6.0659
0.0	0.0	trials	5.892
0.0	0.0	trials	5.8961
0.0	0.0	trials	6.0595
0.0	0.0	trials	5.8773
0.0	0.0	trials	5.8927
0.0	0.0	trials	5.8685
0.0	0.0	trials	5.8924
0.0	0.0	trials	6.0567
0.0	0.0	trials	5.8946
0.0	0.0	trials	6.0077
0.0	0.0	trials	5.8896
0.0	0.0	trials	5.8761
0.0	0.0	trials	6.1562
0.0	0.0	trials	6.0639
0.0	0.0	trials	5.8876
0.0	0.0	trials	5.8732
0.0	0.0	trials	5.8924
0.0	0.0	trials	6.1635
0.0	0.0	trials	5.8669
0.0	0.0	trials	6.1589
0.0	0.0	trials	5.8958
0.0	0.0	trials	5.8792
0.0	0.0	trials	5.8901
0.0	0.0	trials	6.1602
0.0	0.0	trials	6.1644
0.0	0.0	trials	6.0652
0.0	0.0	trials	5.9004
0.0	0.0	trials	5.872
0.0	0.0	trials	5.8857
0.0	0.0	trials	5.8692
0.0	0.0	trials	5.899
0.0	0.0	trials	6.1668
0.0	0.0	trials	5.8972
0.0	0.0	trials	5.8756
0.0	0.0	trials	5.8969
0.0	0.0	trials	5.8693
0.0	0.0	trials	5.8722
0.0	0.0	trials	6.1698
0.0	0.0	trials	5.9026
0.0	0.0	trials	6.1657
0.0	0.0	trials	6.1738
0.0	0.0	trials	5.8664
0.0	0.0	trials	5.8994
0.0	0.0	trials	6.1618
0.0	0.0	trials	5.9038
0.0	0.0	trials	6.0079
0.0	0.0	trials	5.8713
0.0	0.0	trials	6.1673
0.0	0.0	trials	5.9027
0.0	0.0	trials	6.1655
0.0	0.0	trials	5.8961
0.0	0.0	trials	5.8663
0.0	0.0	trials	6.1659
0.0	0.0	trials	5.871
0.0	0.0	trials	6.0667
0.0	0.0	trials	5.9624
0.0	0.0	trials	6.2169
0.0	0.0	trials	5.8631
0.0	0.0	trials	5.9033
0.0	0.0	trials	5.8693
0.0	0.0	trials	5.9037
0.0	0.0	trials	6.1645
0.0	0.0	trials	5.9
0.0	0.0	trials	6.1736
0.0	0.0	trials	5.8992
0.0	0.0	trials	5.8759
0.0	0.0	trials	6.1565
0.0	0.0	trials	5.8686
0.0	0.0	trials	5.8963
0.0	0.0	trials	6.1678
0.0	0.0	trials	5.9004
0.0	0.0	trials	6.1675
0.0	0.0	trials	5.8606
0.0	0.0	trials	6.1623
0.0	0.0	trials	5.8909
0.0	0.0	trials	5.8726
0.0	0.0	trials	5.8992
0.0	0.0	trials	5.962
0.0	0.0	trials	5.8615
0.0	0.0	trials	5.8042
0.0	0.0	trials	5.9015
0.0	0.0	trials	5.9626
0.0	0.0	trials	6.1701
0.0	0.0	trials	6.1572
0.0	0.0	trials	5.8995
0.0	0.0	trials	6.1672
0.0	0.0	trials	5.898
0.0	0.0	trials	6.1644
0.0	0.0	trials	5.8602
0.0	0.0	trials	5.8653
0.0	0.0	trials	5.9006
0.0	0.0	trials	5.87
0.0	0.0	trials	5.8761
0.0	0.0	trials	6.1688
0.0	0.0	trials	5.8783
0.0	0.0	trials	6.1681
0.0	0.0	trials	5.8979
0.0	0.0	trials	5.9421
0.0	0.0	trials	5.9067
0.0	0.0	trials	6.1663
0.0	0.0	trials	5.8593
0.0	0.0	trials	5.8697
0.0	0.0	trials	5.8799
0.0	0.0	trials	5.8717
0.0	0.0	trials	6.1591
0.0	0.0	trials	6.0718
0.0	0.0	trials	5.8984
0.0	0.0	trials	6.1727
0.0	0.0	trials	5.9034
0.0	0.0	trials	5.8685
0.0	0.0	trials	5.8947
0.0	0.0	trials	6.1662
