session_id	original_session_id
ses-20210609+20210609+193703+s1+p1	ses-20210609_20210609_193703_s1_p1
ses-20210609+20210609+193703+s1+p2	ses-20210609_20210609_193703_s1_p2
ses-20210610+20210610+192453+s2+p1	ses-20210610_20210610_192453_s2_p1
ses-20210610+20210610+192453+s2+p2	ses-20210610_20210610_192453_s2_p2
ses-20210611+20210611+181435+s3+p1	ses-20210611_20210611_181435_s3_p1
ses-20210611+20210611+181435+s3+p2	ses-20210611_20210611_181435_s3_p2
ses-20210612+20210612+151747+s4+p1	ses-20210612_20210612_151747_s4_p1
ses-20210614+20210614+174925+s5+p1	ses-20210614_20210614_174925_s5_p1
ses-20210614+20210614+174925+s5+p2	ses-20210614_20210614_174925_s5_p2
ses-20210615+20210615+161714+s6+p1	ses-20210615_20210615_161714_s6_p1
ses-20210615+20210615+161714+s6+p2	ses-20210615_20210615_161714_s6_p2
ses-20210616+20210616+140611+s7+p1	ses-20210616_20210616_140611_s7_p1
ses-20210616+20210616+140611+s7+p2	ses-20210616_20210616_140611_s7_p2
ses-20210617+20210617+153855+s8+p1	ses-20210617_20210617_153855_s8_p1
ses-20210617+20210617+153855+s8+p2	ses-20210617_20210617_153855_s8_p2
