session_id	original_session_id
ses-20220203+20220203+150448+s1+p1	ses-20220203_20220203_150448_s1_p1
ses-20220203+20220203+150448+s1+p2	ses-20220203_20220203_150448_s1_p2
ses-20220204+20220204+140213+s2+p1	ses-20220204_20220204_140213_s2_p1
ses-20220204+20220204+140213+s2+p2	ses-20220204_20220204_140213_s2_p2
ses-20220205+20220205+183841+s3+p1	ses-20220205_20220205_183841_s3_p1
ses-20220205+20220205+183841+s3+p2	ses-20220205_20220205_183841_s3_p2
ses-20220206+20220206+120348+s4+p1	ses-20220206_20220206_120348_s4_p1
ses-20220206+20220206+120348+s4+p2	ses-20220206_20220206_120348_s4_p2
ses-20220207+20220207+182717+s5+p1	ses-20220207_20220207_182717_s5_p1
ses-20220207+20220207+182717+s5+p2	ses-20220207_20220207_182717_s5_p2
ses-20220208+20220208+140250+s6+p1	ses-20220208_20220208_140250_s6_p1
ses-20220208+20220208+140250+s6+p2	ses-20220208_20220208_140250_s6_p2
ses-20220209+20220209+154753+s7+p1	ses-20220209_20220209_154753_s7_p1
ses-20220209+20220209+154753+s7+p2	ses-20220209_20220209_154753_s7_p2
