onset	duration	nwb_table	trial_duration
0.0	0.0	trials	5.8316
0.0	0.0	trials	6.198
0.0	0.0	trials	5.9387
0.0	0.0	trials	5.9676
0.0	0.0	trials	6.1384
0.0	0.0	trials	6.141
0.0	0.0	trials	5.9257
0.0	0.0	trials	6.1527
0.0	0.0	trials	5.9354
0.0	0.0	trials	6.0557
0.0	0.0	trials	5.9431
0.0	0.0	trials	6.1482
0.0	0.0	trials	5.9667
0.0	0.0	trials	6.3476
0.0	0.0	trials	5.9639
0.0	0.0	trials	6.1445
0.0	0.0	trials	5.9493
0.0	0.0	trials	6.1528
0.0	0.0	trials	6.1054
0.0	0.0	trials	5.9615
0.0	0.0	trials	5.9383
0.0	0.0	trials	5.9319
0.0	0.0	trials	6.3535
0.0	0.0	trials	6.3533
0.0	0.0	trials	5.9321
0.0	0.0	trials	5.9627
0.0	0.0	trials	6.1387
0.0	0.0	trials	5.9658
0.0	0.0	trials	6.1558
0.0	0.0	trials	6.1581
0.0	0.0	trials	5.9343
0.0	0.0	trials	6.1198
0.0	0.0	trials	5.9855
0.0	0.0	trials	5.9472
0.0	0.0	trials	5.9415
0.0	0.0	trials	6.0699
0.0	0.0	trials	5.9392
0.0	0.0	trials	6.1221
0.0	0.0	trials	5.9596
0.0	0.0	trials	5.9449
0.0	0.0	trials	5.962
0.0	0.0	trials	6.0737
0.0	0.0	trials	6.1133
0.0	0.0	trials	6.0729
0.0	0.0	trials	5.9406
0.0	0.0	trials	5.9531
0.0	0.0	trials	5.943
0.0	0.0	trials	6.0661
0.0	0.0	trials	5.9665
0.0	0.0	trials	6.1365
0.0	0.0	trials	6.1388
0.0	0.0	trials	6.2019
0.0	0.0	trials	5.9418
0.0	0.0	trials	5.937
0.0	0.0	trials	5.9352
0.0	0.0	trials	5.9397
0.0	0.0	trials	6.0732
0.0	0.0	trials	6.1435
0.0	0.0	trials	5.9625
0.0	0.0	trials	6.3859
0.0	0.0	trials	6.28
0.0	0.0	trials	6.1052
0.0	0.0	trials	5.8833
0.0	0.0	trials	6.1402
0.0	0.0	trials	5.9997
0.0	0.0	trials	6.1389
0.0	0.0	trials	6.2243
0.0	0.0	trials	6.3642
0.0	0.0	trials	6.3444
0.0	0.0	trials	6.2882
0.0	0.0	trials	5.9366
0.0	0.0	trials	6.1253
0.0	0.0	trials	6.1039
0.0	0.0	trials	5.9369
0.0	0.0	trials	6.3538
0.0	0.0	trials	6.1304
0.0	0.0	trials	5.9642
0.0	0.0	trials	6.161
0.0	0.0	trials	5.9351
0.0	0.0	trials	5.9305
0.0	0.0	trials	5.9697
0.0	0.0	trials	5.9427
0.0	0.0	trials	5.9587
0.0	0.0	trials	5.913
0.0	0.0	trials	6.1704
0.0	0.0	trials	5.956
0.0	0.0	trials	6.1571
0.0	0.0	trials	6.1589
0.0	0.0	trials	6.1574
0.0	0.0	trials	6.1227
0.0	0.0	trials	6.12
0.0	0.0	trials	5.9401
0.0	0.0	trials	6.0514
0.0	0.0	trials	6.1358
0.0	0.0	trials	5.952
0.0	0.0	trials	5.9436
0.0	0.0	trials	6.286
0.0	0.0	trials	6.3077
0.0	0.0	trials	6.2838
0.0	0.0	trials	6.3051
0.0	0.0	trials	5.9452
0.0	0.0	trials	6.1438
0.0	0.0	trials	5.9765
0.0	0.0	trials	5.9483
0.0	0.0	trials	6.4041
0.0	0.0	trials	6.1582
0.0	0.0	trials	6.1396
0.0	0.0	trials	6.1598
0.0	0.0	trials	6.1214
0.0	0.0	trials	5.9643
0.0	0.0	trials	6.397
0.0	0.0	trials	6.1396
0.0	0.0	trials	5.9411
0.0	0.0	trials	5.9401
0.0	0.0	trials	6.1239
0.0	0.0	trials	5.9308
0.0	0.0	trials	6.0733
0.0	0.0	trials	6.1399
0.0	0.0	trials	5.9502
0.0	0.0	trials	6.3998
0.0	0.0	trials	5.9967
0.0	0.0	trials	6.1691
0.0	0.0	trials	5.9446
0.0	0.0	trials	6.0067
0.0	0.0	trials	6.1545
0.0	0.0	trials	6.3856
0.0	0.0	trials	5.9394
0.0	0.0	trials	6.4019
0.0	0.0	trials	5.9455
0.0	0.0	trials	5.9448
0.0	0.0	trials	6.1411
0.0	0.0	trials	5.9758
0.0	0.0	trials	6.135
0.0	0.0	trials	5.9974
0.0	0.0	trials	6.3552
0.0	0.0	trials	6.1246
0.0	0.0	trials	6.14
0.0	0.0	trials	6.3982
0.0	0.0	trials	6.286
0.0	0.0	trials	5.9379
0.0	0.0	trials	5.9487
0.0	0.0	trials	6.2848
0.0	0.0	trials	6.1381
0.0	0.0	trials	5.997
0.0	0.0	trials	6.0562
0.0	0.0	trials	5.9437
0.0	0.0	trials	6.1433
0.0	0.0	trials	5.9411
0.0	0.0	trials	6.4002
0.0	0.0	trials	6.137
0.0	0.0	trials	5.9438
0.0	0.0	trials	6.1085
0.0	0.0	trials	5.9303
0.0	0.0	trials	6.3483
0.0	0.0	trials	5.932
0.0	0.0	trials	6.2375
0.0	0.0	trials	5.9441
0.0	0.0	trials	6.122
0.0	0.0	trials	6.1207
0.0	0.0	trials	5.9317
0.0	0.0	trials	6.1429
0.0	0.0	trials	6.2507
0.0	0.0	trials	6.1604
0.0	0.0	trials	5.9412
0.0	0.0	trials	5.9413
0.0	0.0	trials	5.9391
0.0	0.0	trials	6.1359
0.0	0.0	trials	5.9375
0.0	0.0	trials	6.396
0.0	0.0	trials	6.4003
0.0	0.0	trials	6.3703
0.0	0.0	trials	5.997
0.0	0.0	trials	6.3527
0.0	0.0	trials	6.412
0.0	0.0	trials	6.2817
0.0	0.0	trials	6.3941
0.0	0.0	trials	5.9407
0.0	0.0	trials	6.1271
0.0	0.0	trials	5.9446
0.0	0.0	trials	5.9214
0.0	0.0	trials	6.2856
0.0	0.0	trials	6.1453
0.0	0.0	trials	6.3971
0.0	0.0	trials	5.9328
0.0	0.0	trials	6.361
0.0	0.0	trials	6.4012
0.0	0.0	trials	6.1193
0.0	0.0	trials	6.0648
0.0	0.0	trials	6.3644
0.0	0.0	trials	6.3658
0.0	0.0	trials	5.9382
0.0	0.0	trials	6.3517
0.0	0.0	trials	6.2898
0.0	0.0	trials	5.9627
0.0	0.0	trials	5.937
0.0	0.0	trials	5.9345
0.0	0.0	trials	6.1248
0.0	0.0	trials	6.1535
0.0	0.0	trials	6.1543
0.0	0.0	trials	5.9716
0.0	0.0	trials	6.1206
0.0	0.0	trials	5.9437
0.0	0.0	trials	6.3955
0.0	0.0	trials	6.1286
0.0	0.0	trials	6.3535
0.0	0.0	trials	6.1725
0.0	0.0	trials	5.9677
0.0	0.0	trials	6.1367
0.0	0.0	trials	6.0539
0.0	0.0	trials	6.289
0.0	0.0	trials	6.356
0.0	0.0	trials	6.3721
0.0	0.0	trials	6.3573
0.0	0.0	trials	6.1335
0.0	0.0	trials	6.357
0.0	0.0	trials	6.1255
0.0	0.0	trials	6.1408
0.0	0.0	trials	6.3199
