onset	duration	nwb_table	trial_duration
0.0	0.0	trials	5.8915
0.0	0.0	trials	6.2599
0.0	0.0	trials	6.2584
0.0	0.0	trials	5.98
0.0	0.0	trials	6.1422
0.0	0.0	trials	6.1536
0.0	0.0	trials	6.3611
0.0	0.0	trials	6.2663
0.0	0.0	trials	6.0767
0.0	0.0	trials	6.361
0.0	0.0	trials	6.2573
0.0	0.0	trials	6.3621
0.0	0.0	trials	6.1465
0.0	0.0	trials	6.2488
0.0	0.0	trials	5.8195
0.0	0.0	trials	6.3622
0.0	0.0	trials	6.141
0.0	0.0	trials	6.2554
0.0	0.0	trials	6.2517
0.0	0.0	trials	6.1522
0.0	0.0	trials	6.1534
0.0	0.0	trials	6.0253
0.0	0.0	trials	6.1249
0.0	0.0	trials	6.2525
0.0	0.0	trials	6.3328
0.0	0.0	trials	6.0715
0.0	0.0	trials	5.8185
0.0	0.0	trials	6.1379
0.0	0.0	trials	6.1711
0.0	0.0	trials	6.3407
0.0	0.0	trials	6.2528
0.0	0.0	trials	6.1685
0.0	0.0	trials	6.3739
0.0	0.0	trials	6.1433
0.0	0.0	trials	6.3705
0.0	0.0	trials	6.2573
0.0	0.0	trials	6.0513
0.0	0.0	trials	6.2632
0.0	0.0	trials	6.3608
0.0	0.0	trials	6.1476
0.0	0.0	trials	6.2658
0.0	0.0	trials	6.1551
0.0	0.0	trials	6.2072
0.0	0.0	trials	6.3565
0.0	0.0	trials	6.3496
0.0	0.0	trials	6.1487
0.0	0.0	trials	6.1054
0.0	0.0	trials	5.8213
0.0	0.0	trials	6.1044
0.0	0.0	trials	5.8677
0.0	0.0	trials	5.8163
0.0	0.0	trials	6.2014
0.0	0.0	trials	6.1122
0.0	0.0	trials	6.2773
0.0	0.0	trials	6.0935
0.0	0.0	trials	5.9127
0.0	0.0	trials	6.0122
0.0	0.0	trials	6.1609
0.0	0.0	trials	5.9899
0.0	0.0	trials	5.957
0.0	0.0	trials	8.7578
0.0	0.0	trials	6.1415
0.0	0.0	trials	6.5996
0.0	0.0	trials	6.1523
0.0	0.0	trials	6.3697
0.0	0.0	trials	6.3722
0.0	0.0	trials	6.3922
0.0	0.0	trials	6.298
0.0	0.0	trials	6.1493
0.0	0.0	trials	6.1492
0.0	0.0	trials	6.5158
0.0	0.0	trials	6.0446
0.0	0.0	trials	6.1456
0.0	0.0	trials	6.1506
0.0	0.0	trials	6.3691
0.0	0.0	trials	6.2551
0.0	0.0	trials	6.3752
0.0	0.0	trials	6.2238
0.0	0.0	trials	5.8154
0.0	0.0	trials	6.1605
0.0	0.0	trials	6.4893
0.0	0.0	trials	6.1146
0.0	0.0	trials	6.1586
0.0	0.0	trials	6.3638
0.0	0.0	trials	6.2042
0.0	0.0	trials	6.1991
0.0	0.0	trials	6.3648
0.0	0.0	trials	6.1268
0.0	0.0	trials	6.1431
0.0	0.0	trials	6.1478
0.0	0.0	trials	6.3832
0.0	0.0	trials	6.1446
0.0	0.0	trials	6.1452
0.0	0.0	trials	5.9772
0.0	0.0	trials	6.1453
0.0	0.0	trials	6.1562
0.0	0.0	trials	5.8124
0.0	0.0	trials	5.8123
0.0	0.0	trials	6.3621
0.0	0.0	trials	6.1474
0.0	0.0	trials	6.401
0.0	0.0	trials	6.1486
0.0	0.0	trials	6.369
0.0	0.0	trials	6.1952
0.0	0.0	trials	6.3505
0.0	0.0	trials	6.2983
0.0	0.0	trials	6.1515
0.0	0.0	trials	6.2634
0.0	0.0	trials	6.4053
0.0	0.0	trials	6.7402
0.0	0.0	trials	6.1472
0.0	0.0	trials	6.1493
0.0	0.0	trials	6.3686
0.0	0.0	trials	6.4426
0.0	0.0	trials	6.3953
0.0	0.0	trials	6.3785
0.0	0.0	trials	6.1503
0.0	0.0	trials	6.1473
0.0	0.0	trials	6.4638
0.0	0.0	trials	6.145
0.0	0.0	trials	6.3736
0.0	0.0	trials	6.4286
0.0	0.0	trials	6.0222
