onset	duration	nwb_table	trial_duration
0.0	0.0	trials	6.0294
0.0	0.0	trials	6.4817
0.0	0.0	trials	6.5814
0.0	0.0	trials	6.1381
0.0	0.0	trials	6.367
0.0	0.0	trials	6.4848
0.0	0.0	trials	6.5951
0.0	0.0	trials	6.3097
0.0	0.0	trials	6.476
0.0	0.0	trials	6.3682
0.0	0.0	trials	6.7296
0.0	0.0	trials	6.4908
0.0	0.0	trials	6.5791
0.0	0.0	trials	6.5844
0.0	0.0	trials	6.5539
0.0	0.0	trials	6.4751
0.0	0.0	trials	6.3821
0.0	0.0	trials	6.3777
0.0	0.0	trials	6.2758
0.0	0.0	trials	6.379
0.0	0.0	trials	6.0941
0.0	0.0	trials	6.1006
0.0	0.0	trials	6.3097
0.0	0.0	trials	6.5937
0.0	0.0	trials	6.4766
0.0	0.0	trials	6.4385
0.0	0.0	trials	6.2091
0.0	0.0	trials	6.0066
0.0	0.0	trials	5.962
0.0	0.0	trials	6.4766
0.0	0.0	trials	6.4707
0.0	0.0	trials	6.4316
0.0	0.0	trials	6.524
0.0	0.0	trials	6.4794
0.0	0.0	trials	6.3843
0.0	0.0	trials	6.6006
0.0	0.0	trials	6.5862
0.0	0.0	trials	6.3637
0.0	0.0	trials	6.4793
0.0	0.0	trials	6.474
0.0	0.0	trials	6.4843
0.0	0.0	trials	6.3618
0.0	0.0	trials	6.2309
0.0	0.0	trials	6.1844
0.0	0.0	trials	6.3731
0.0	0.0	trials	6.3116
0.0	0.0	trials	6.4718
0.0	0.0	trials	6.599
0.0	0.0	trials	6.3709
0.0	0.0	trials	6.5146
0.0	0.0	trials	6.3788
0.0	0.0	trials	6.1668
0.0	0.0	trials	6.5476
0.0	0.0	trials	6.7812
0.0	0.0	trials	6.5306
0.0	0.0	trials	6.5147
0.0	0.0	trials	6.1538
0.0	0.0	trials	6.5828
0.0	0.0	trials	6.7466
0.0	0.0	trials	6.0191
0.0	0.0	trials	6.3837
0.0	0.0	trials	6.4537
0.0	0.0	trials	6.482
0.0	0.0	trials	6.5487
0.0	0.0	trials	6.4831
0.0	0.0	trials	6.3752
0.0	0.0	trials	6.5109
0.0	0.0	trials	6.3982
0.0	0.0	trials	6.4943
0.0	0.0	trials	6.473
0.0	0.0	trials	6.5436
0.0	0.0	trials	5.9195
0.0	0.0	trials	6.1891
0.0	0.0	trials	6.3759
0.0	0.0	trials	6.4668
0.0	0.0	trials	6.1413
0.0	0.0	trials	6.1416
0.0	0.0	trials	6.2684
0.0	0.0	trials	6.3631
0.0	0.0	trials	6.382
0.0	0.0	trials	6.0333
0.0	0.0	trials	6.6864
0.0	0.0	trials	6.3745
0.0	0.0	trials	6.4726
0.0	0.0	trials	6.3696
0.0	0.0	trials	6.0758
0.0	0.0	trials	6.4749
0.0	0.0	trials	6.5097
0.0	0.0	trials	6.381
0.0	0.0	trials	5.7821
