onset	duration	nwb_table	trial_duration
0.0	0.0	trials	5.8777
0.0	0.0	trials	6.35
0.0	0.0	trials	6.6018
0.0	0.0	trials	6.5093
0.0	0.0	trials	6.4518
0.0	0.0	trials	6.513
0.0	0.0	trials	6.358
0.0	0.0	trials	6.5147
0.0	0.0	trials	6.4864
0.0	0.0	trials	6.3469
0.0	0.0	trials	5.8119
0.0	0.0	trials	6.5059
0.0	0.0	trials	6.5769
0.0	0.0	trials	5.811
0.0	0.0	trials	6.4575
0.0	0.0	trials	6.4515
0.0	0.0	trials	6.5044
0.0	0.0	trials	6.3524
0.0	0.0	trials	6.3566
0.0	0.0	trials	5.8105
0.0	0.0	trials	5.8162
0.0	0.0	trials	6.3541
0.0	0.0	trials	6.4604
0.0	0.0	trials	6.5809
0.0	0.0	trials	5.8161
0.0	0.0	trials	7.2283
0.0	0.0	trials	6.5102
0.0	0.0	trials	6.4519
0.0	0.0	trials	6.514
0.0	0.0	trials	6.4545
0.0	0.0	trials	6.8401
0.0	0.0	trials	6.6296
0.0	0.0	trials	6.5613
0.0	0.0	trials	6.6513
0.0	0.0	trials	6.6461
0.0	0.0	trials	6.5458
0.0	0.0	trials	6.56
0.0	0.0	trials	6.5414
0.0	0.0	trials	6.5305
0.0	0.0	trials	5.8124
0.0	0.0	trials	6.5816
0.0	0.0	trials	6.443
0.0	0.0	trials	6.3681
0.0	0.0	trials	6.5237
0.0	0.0	trials	6.9304
0.0	0.0	trials	6.5148
0.0	0.0	trials	6.4513
0.0	0.0	trials	6.4542
0.0	0.0	trials	6.6835
0.0	0.0	trials	6.8955
0.0	0.0	trials	6.4569
0.0	0.0	trials	6.5081
0.0	0.0	trials	6.5757
0.0	0.0	trials	5.8134
0.0	0.0	trials	6.6089
0.0	0.0	trials	5.8156
0.0	0.0	trials	6.5211
0.0	0.0	trials	6.5187
0.0	0.0	trials	6.508
0.0	0.0	trials	5.8105
0.0	0.0	trials	6.3697
0.0	0.0	trials	6.5468
0.0	0.0	trials	6.4589
0.0	0.0	trials	9.738
0.0	0.0	trials	6.5075
